customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount
3163,66,Female,85,Wisconsin,29,True,L,Blue,Standard,True,Bank Transfer,3.9,2.9310344827586206
3164,49,Female,66,Nebraska,37,True,XL,Turquoise,Express,True,Cash,2.8,1.7837837837837838
3165,40,Female,32,Arizona,17,True,L,Silver,Standard,True,Credit Card,2.6,1.8823529411764706
3166,49,Female,92,Hawaii,39,True,M,Lavender,Store Pickup,True,Bank Transfer,3.0,2.358974358974359
3167,19,Female,80,Georgia,38,True,M,Gold,Next Day Air,True,Bank Transfer,2.7,2.1052631578947367
3168,24,Female,78,Oregon,10,True,M,Blue,2-Day Shipping,True,Cash,2.8,7.8
3169,31,Female,24,Montana,15,True,M,Orange,2-Day Shipping,True,PayPal,2.9,1.6
3170,35,Female,59,Georgia,4,True,M,White,Free Shipping,True,Venmo,3.8,14.75
3171,65,Female,41,Rhode Island,11,True,XL,Charcoal,Express,True,Credit Card,4.4,3.727272727272727
3172,68,Female,26,Tennessee,27,True,M,Maroon,Express,True,Bank Transfer,3.1,0.9629629629629629
3173,57,Female,52,Missouri,31,True,M,Olive,Standard,True,Debit Card,3.7,1.6774193548387097
3174,69,Female,46,Washington,33,True,L,Teal,Next Day Air,True,PayPal,4.9,1.393939393939394
3175,45,Female,52,Oklahoma,36,True,L,Orange,Store Pickup,True,PayPal,3.8,1.4444444444444444
3176,35,Female,42,Connecticut,27,True,M,Maroon,Store Pickup,True,Debit Card,3.4,1.5555555555555556
3177,36,Female,37,Arkansas,40,True,XL,Turquoise,2-Day Shipping,True,Credit Card,4.6,0.925
3178,55,Female,52,Missouri,32,True,L,Beige,Standard,True,Credit Card,3.2,1.625
3179,66,Female,34,Washington,29,True,L,Beige,Free Shipping,True,Credit Card,2.7,1.1724137931034482
3180,57,Female,88,Idaho,13,True,M,Olive,Free Shipping,True,Debit Card,4.3,6.769230769230769
3181,18,Female,88,Montana,47,True,L,Turquoise,Standard,True,PayPal,3.8,1.872340425531915
3182,31,Female,51,Montana,28,True,M,Charcoal,Free Shipping,True,PayPal,4.4,1.8214285714285714
3183,50,Female,97,Georgia,5,True,L,Green,Free Shipping,True,Credit Card,3.6,19.4
3184,50,Female,56,Mississippi,15,True,M,Green,Standard,True,Cash,3.5,3.7333333333333334
3185,61,Female,53,Hawaii,31,True,L,Green,2-Day Shipping,True,Venmo,4.2,1.7096774193548387
3186,52,Female,71,Ohio,7,True,L,Gold,Express,True,PayPal,4.7,10.142857142857142
3187,38,Female,93,Virginia,44,True,S,Cyan,Store Pickup,True,Venmo,4.8,2.1136363636363638
3188,67,Female,72,Texas,29,True,L,Indigo,Free Shipping,True,Debit Card,3.2,2.4827586206896552
3189,42,Female,59,Vermont,40,True,M,Lavender,Standard,True,Bank Transfer,3.5,1.475
3190,25,Female,87,Kansas,31,True,M,Beige,Store Pickup,True,PayPal,4.2,2.806451612903226
3191,41,Female,78,California,6,True,S,Purple,Free Shipping,True,Credit Card,3.4,13.0
3192,62,Female,68,Mississippi,43,True,XL,Maroon,Store Pickup,True,Credit Card,4.7,1.5813953488372092
3193,19,Female,76,Iowa,21,True,S,Maroon,Free Shipping,True,Cash,3.0,3.619047619047619
3194,63,Female,99,Virginia,36,True,L,Teal,Express,True,Credit Card,4.0,2.75
3195,43,Female,52,Maryland,11,True,L,Gold,Standard,True,Credit Card,4.6,4.7272727272727275
3196,68,Female,58,Missouri,37,True,S,Red,Next Day Air,True,Credit Card,4.9,1.5675675675675675
3197,24,Female,59,Wisconsin,22,True,L,Maroon,Express,True,Debit Card,2.8,2.6818181818181817
3198,27,Female,71,Maine,30,True,M,Teal,Free Shipping,True,Credit Card,3.2,2.3666666666666667
3199,61,Female,94,Pennsylvania,40,True,L,Peach,Free Shipping,True,Debit Card,2.8,2.35
3200,59,Female,40,Maine,17,True,XL,Pink,Express,True,PayPal,4.2,2.3529411764705883
3201,67,Female,24,Missouri,33,True,L,Black,Free Shipping,True,Credit Card,4.8,0.7272727272727273
3202,46,Female,38,Vermont,35,True,S,Indigo,2-Day Shipping,True,Cash,2.8,1.0857142857142856
3203,65,Female,37,Wisconsin,39,True,L,Green,Standard,True,Venmo,4.5,0.9487179487179487
3204,63,Female,29,New Jersey,15,True,L,Teal,Express,True,Venmo,4.1,1.9333333333333333
3205,57,Female,92,New Mexico,24,True,XL,Lavender,Free Shipping,True,Debit Card,4.3,3.8333333333333335
3206,40,Female,24,Colorado,51,True,XL,Magenta,2-Day Shipping,True,Bank Transfer,4.4,0.47058823529411764
3207,36,Female,52,California,50,True,M,Brown,Free Shipping,True,PayPal,3.0,1.04
3208,67,Female,29,Arizona,15,True,XL,Beige,Next Day Air,True,PayPal,2.7,1.9333333333333333
3209,61,Female,30,Indiana,43,True,L,Indigo,2-Day Shipping,True,PayPal,3.3,0.6976744186046512
3210,64,Female,31,Arkansas,40,True,L,Peach,Standard,True,Debit Card,4.3,0.775
3211,30,Female,67,Nevada,44,True,M,Magenta,Express,True,Venmo,2.9,1.5227272727272727
3212,53,Female,65,Rhode Island,13,True,L,Turquoise,Standard,True,Cash,4.9,5.0
3213,27,Female,22,Wyoming,22,True,M,Indigo,2-Day Shipping,True,Debit Card,3.6,1.0
3214,27,Female,56,Texas,34,True,M,Brown,Standard,True,Credit Card,3.3,1.6470588235294117
3215,53,Female,78,Washington,7,True,M,Yellow,Free Shipping,True,Debit Card,3.1,11.142857142857142
3216,34,Female,90,Rhode Island,11,True,M,Magenta,Free Shipping,True,PayPal,2.7,8.181818181818182
3217,39,Female,85,Illinois,19,True,S,Olive,Next Day Air,True,Cash,3.4,4.473684210526316
3218,44,Female,58,Oregon,47,True,M,Silver,Express,True,Venmo,3.4,1.2340425531914894
3219,37,Female,34,Florida,50,True,M,Teal,Express,True,PayPal,3.9,0.68
3220,57,Female,40,Kansas,40,True,L,White,2-Day Shipping,True,Credit Card,3.5,1.0
3221,38,Female,29,North Dakota,17,True,M,Blue,Free Shipping,True,Cash,4.1,1.7058823529411764
3222,21,Female,76,New Hampshire,29,True,M,Yellow,Standard,True,Cash,3.2,2.6206896551724137
3223,45,Female,84,Texas,23,True,S,Maroon,Store Pickup,True,PayPal,4.6,3.652173913043478
3224,68,Female,65,Montana,37,True,S,Gray,Standard,True,Venmo,3.9,1.7567567567567568
3225,37,Female,80,Delaware,19,True,L,Indigo,Free Shipping,True,PayPal,2.7,4.2105263157894735
3226,53,Female,98,New Hampshire,32,True,M,Pink,Store Pickup,True,Credit Card,3.0,3.0625
3227,57,Female,71,Minnesota,39,True,XL,Beige,Next Day Air,True,Bank Transfer,3.3,1.8205128205128205
3228,28,Female,69,Alaska,43,True,XL,White,Free Shipping,True,Debit Card,2.7,1.6046511627906976
3229,37,Female,95,Connecticut,28,True,M,Yellow,2-Day Shipping,True,PayPal,4.6,3.392857142857143
3230,54,Female,67,Connecticut,25,True,M,Teal,Express,True,Cash,2.7,2.68
3231,49,Female,49,Kansas,39,True,M,Olive,Next Day Air,True,Debit Card,2.5,1.2564102564102564
3232,62,Female,97,Nevada,10,True,M,Maroon,Free Shipping,True,Credit Card,4.4,9.7
3233,45,Female,34,Massachusetts,20,True,M,White,Next Day Air,True,Bank Transfer,4.0,1.7
3234,45,Female,74,Indiana,12,True,M,Lavender,Express,True,Debit Card,3.8,6.166666666666667
3235,49,Female,96,Washington,17,True,M,Black,2-Day Shipping,True,Debit Card,2.5,5.647058823529412
3236,27,Female,68,Kansas,19,True,M,Green,Free Shipping,True,Venmo,4.0,3.5789473684210527
3237,63,Female,84,South Carolina,9,True,L,Olive,Next Day Air,True,Cash,4.1,9.333333333333334
3238,61,Female,57,Vermont,5,True,M,Gray,Express,True,Cash,2.8,11.4
3239,25,Female,84,Wyoming,38,True,XL,Teal,2-Day Shipping,True,Cash,3.4,2.210526315789474
3240,33,Female,32,Colorado,31,True,M,Charcoal,2-Day Shipping,True,Cash,2.7,1.032258064516129
3241,56,Female,37,West Virginia,38,True,M,Violet,2-Day Shipping,True,Bank Transfer,3.8,0.9736842105263158
3242,50,Female,58,Connecticut,31,True,M,Lavender,Store Pickup,True,PayPal,4.4,1.8709677419354838
3243,45,Female,74,Oregon,18,True,S,Beige,Express,True,Venmo,2.8,4.111111111111111
3244,45,Female,99,Idaho,12,True,L,Black,Store Pickup,True,Bank Transfer,5.0,8.25
3245,65,Female,81,Arkansas,43,True,M,Black,Express,True,Credit Card,4.7,1.8837209302325582
3246,63,Female,76,Kansas,21,True,M,Purple,Next Day Air,True,Cash,3.2,3.619047619047619
3247,70,Female,98,Michigan,38,True,M,Magenta,Store Pickup,True,Cash,2.9,2.5789473684210527
3248,53,Female,91,Arkansas,13,True,M,Teal,Express,True,PayPal,3.7,7.0
3249,22,Female,79,Pennsylvania,42,True,S,Teal,Free Shipping,True,Bank Transfer,4.2,1.880952380952381
3250,26,Female,83,Virginia,33,True,M,Pink,Express,True,Credit Card,3.4,2.515151515151515
3251,23,Female,90,Minnesota,16,True,M,Teal,2-Day Shipping,True,Venmo,2.9,5.625
3252,25,Female,20,Nevada,40,True,M,Gold,Standard,True,Venmo,3.7,0.5
3253,69,Female,21,Montana,49,True,L,Brown,Store Pickup,True,Credit Card,2.7,0.42857142857142855
3254,36,Female,60,Nebraska,9,True,M,Brown,2-Day Shipping,True,Venmo,3.2,6.666666666666667
3255,21,Female,31,Indiana,12,True,S,Magenta,Store Pickup,True,Bank Transfer,4.9,2.5833333333333335
3256,57,Female,40,New Jersey,37,True,M,Black,Next Day Air,True,Bank Transfer,2.8,1.0810810810810811
3257,60,Female,26,Wisconsin,51,True,L,Teal,Free Shipping,True,Venmo,4.7,0.5098039215686274
3258,44,Female,98,Minnesota,40,True,M,Brown,Express,True,Venmo,3.3,2.45
3259,31,Female,51,New Jersey,12,True,M,Magenta,Express,True,Credit Card,4.3,4.25
3260,57,Female,95,Oklahoma,6,True,XL,Indigo,2-Day Shipping,True,Debit Card,3.7,15.833333333333334
3261,39,Female,36,Wisconsin,8,True,M,Violet,2-Day Shipping,True,Credit Card,4.5,4.5
3262,48,Female,52,Rhode Island,51,True,L,Cyan,Store Pickup,True,Debit Card,3.4,1.0196078431372548
3263,42,Female,35,Indiana,22,True,M,Violet,Standard,True,Cash,2.7,1.5909090909090908
3264,56,Female,68,Vermont,32,True,S,Black,Express,True,Debit Card,4.4,2.125
3265,28,Female,50,Maine,40,True,S,Charcoal,Express,True,Cash,4.0,1.25
3266,40,Female,100,Alabama,29,True,M,White,Express,True,Credit Card,3.2,3.4482758620689653
3267,49,Female,74,Alabama,34,True,S,Gray,Next Day Air,True,Bank Transfer,4.2,2.176470588235294
3268,37,Female,45,Idaho,43,True,L,Pink,Store Pickup,True,Credit Card,3.0,1.0465116279069768
3269,22,Female,97,Arkansas,6,True,M,Cyan,Free Shipping,True,Bank Transfer,2.8,16.166666666666668
3270,27,Female,60,Ohio,26,True,M,Blue,Express,True,Cash,4.9,2.3076923076923075
3271,59,Female,25,Illinois,49,True,M,Indigo,Express,True,PayPal,4.7,0.5102040816326531
3272,35,Female,55,Nevada,31,True,XL,Magenta,Standard,True,Credit Card,4.4,1.7741935483870968
3273,58,Female,99,Texas,35,True,M,Lavender,Next Day Air,True,PayPal,3.1,2.8285714285714287
3274,58,Female,45,Nevada,35,True,S,Orange,Free Shipping,True,PayPal,2.6,1.2857142857142858
3275,46,Female,20,Oklahoma,15,True,M,Cyan,Store Pickup,True,Cash,3.9,1.3333333333333333
3276,43,Female,88,Alabama,3,True,XL,Green,2-Day Shipping,True,Debit Card,2.6,29.333333333333332
3277,39,Female,99,South Dakota,42,True,M,White,Store Pickup,True,PayPal,4.0,2.357142857142857
3278,59,Female,86,Texas,4,True,M,Blue,Store Pickup,True,Credit Card,4.9,21.5
3279,59,Female,70,Montana,19,True,M,Black,2-Day Shipping,True,Bank Transfer,3.3,3.6842105263157894
3280,59,Female,50,Wyoming,2,True,S,Red,Express,True,Debit Card,3.0,25.0
3281,45,Female,57,New York,6,True,L,Red,Next Day Air,True,PayPal,2.7,9.5
3282,27,Female,69,Oregon,42,True,L,Gold,Free Shipping,True,Bank Transfer,3.1,1.6428571428571428
3283,24,Female,94,California,6,True,M,Red,Next Day Air,True,Credit Card,4.8,15.666666666666666
3284,47,Female,24,North Carolina,11,True,L,Purple,Express,True,Debit Card,2.9,2.1818181818181817
3285,70,Female,79,Kentucky,21,True,L,White,2-Day Shipping,True,Venmo,4.5,3.761904761904762
3286,58,Female,31,Hawaii,12,True,XL,Magenta,Free Shipping,True,Cash,4.6,2.5833333333333335
3287,45,Female,67,Illinois,5,True,L,Pink,Express,True,Venmo,5.0,13.4
3288,24,Female,63,West Virginia,39,True,L,Black,2-Day Shipping,True,Credit Card,4.3,1.6153846153846154
3289,67,Female,61,South Carolina,20,True,XL,White,Next Day Air,True,Credit Card,4.9,3.05
3290,31,Female,50,Montana,17,True,M,Maroon,2-Day Shipping,True,Venmo,4.0,2.9411764705882355
3291,52,Female,82,North Dakota,3,True,L,Black,Free Shipping,True,PayPal,3.1,27.333333333333332
3292,29,Female,51,New Mexico,12,True,L,Olive,2-Day Shipping,True,Cash,2.6,4.25
3293,62,Female,23,Missouri,19,True,L,Gray,Standard,True,Bank Transfer,4.9,1.2105263157894737
3294,19,Female,91,West Virginia,48,True,M,Gold,2-Day Shipping,True,Credit Card,3.5,1.8958333333333333
3295,62,Female,60,South Carolina,16,True,S,Magenta,Store Pickup,True,Bank Transfer,4.5,3.75
3296,70,Female,34,West Virginia,16,True,S,Lavender,Next Day Air,True,Cash,2.8,2.125
3297,20,Female,23,Alaska,48,True,M,Green,Next Day Air,True,Venmo,4.2,0.4791666666666667
3298,67,Female,82,West Virginia,48,True,M,Violet,Free Shipping,True,PayPal,4.1,1.7083333333333333
3299,65,Female,73,New Mexico,7,True,M,Brown,Express,True,Bank Transfer,3.5,10.428571428571429
3300,45,Female,32,South Dakota,19,True,L,Teal,2-Day Shipping,True,Venmo,4.0,1.6842105263157894
3301,26,Female,80,Oklahoma,41,True,M,Charcoal,Express,True,Bank Transfer,4.0,1.951219512195122
3302,36,Female,58,Oklahoma,32,True,XL,Charcoal,Free Shipping,True,Credit Card,2.5,1.8125
3303,36,Female,82,Alabama,32,True,XL,Beige,Standard,True,Venmo,4.2,2.5625
3304,20,Female,60,Mississippi,5,True,S,Turquoise,Next Day Air,True,Credit Card,3.4,12.0
3305,30,Female,79,Mississippi,37,True,XL,Orange,Next Day Air,True,Bank Transfer,4.8,2.135135135135135
3306,34,Female,41,Nebraska,32,True,L,Cyan,Standard,True,PayPal,4.9,1.28125
3307,63,Female,39,Colorado,7,True,L,Orange,Store Pickup,True,Venmo,3.6,5.571428571428571
3308,18,Female,36,Pennsylvania,2,True,S,Green,Store Pickup,True,Cash,4.0,18.0
3309,55,Female,70,Utah,30,True,M,Pink,Express,True,Cash,2.6,2.3333333333333335
3310,48,Female,47,Massachusetts,20,True,M,Blue,Store Pickup,True,PayPal,3.1,2.35
3311,45,Female,27,Iowa,13,True,M,Pink,Free Shipping,True,PayPal,3.6,2.076923076923077
3312,29,Female,52,Florida,19,True,L,Blue,Express,True,Bank Transfer,4.0,2.736842105263158
3313,55,Female,75,Louisiana,46,True,L,Black,Next Day Air,True,Cash,3.9,1.6304347826086956
3314,55,Female,30,Kansas,46,True,XL,Black,Express,True,Credit Card,3.9,0.6521739130434783
3315,55,Female,94,Kansas,9,True,M,Violet,Standard,True,Credit Card,3.3,10.444444444444445
3316,48,Female,68,Kentucky,5,True,S,Gold,Standard,True,PayPal,2.9,13.6
3317,42,Female,45,New Mexico,6,True,M,Olive,Free Shipping,True,Debit Card,3.1,7.5
3318,21,Female,67,North Carolina,31,True,XL,Pink,Standard,True,Cash,4.7,2.161290322580645
3319,45,Female,46,North Dakota,16,True,M,Olive,Free Shipping,True,PayPal,3.9,2.875
3320,23,Female,31,North Dakota,18,True,M,Indigo,Next Day Air,True,Credit Card,4.3,1.7222222222222223
3321,66,Female,44,Illinois,46,True,XL,Silver,2-Day Shipping,True,Cash,4.2,0.9565217391304348
3322,32,Female,100,Maine,4,True,S,Charcoal,Next Day Air,True,Venmo,4.3,25.0
3323,52,Female,92,Indiana,44,True,XL,Orange,Next Day Air,True,PayPal,4.6,2.090909090909091
3324,54,Female,78,North Dakota,5,True,M,Yellow,Free Shipping,True,Credit Card,3.8,15.6
3325,37,Female,32,Missouri,42,True,S,Red,Standard,True,Venmo,3.3,0.7619047619047619
3326,29,Female,97,Alaska,17,True,M,Maroon,2-Day Shipping,True,Venmo,3.7,5.705882352941177
3327,47,Female,95,North Dakota,11,True,M,Magenta,Standard,True,Debit Card,4.3,8.636363636363637
3328,47,Female,64,Connecticut,3,True,M,Black,Express,True,Debit Card,4.1,21.333333333333332
3329,42,Female,35,Wisconsin,12,True,M,Violet,Free Shipping,True,Cash,3.2,2.9166666666666665
3330,34,Female,54,New Jersey,2,True,M,Gray,Express,True,Debit Card,3.8,27.0
3331,38,Female,96,Missouri,42,True,M,Black,2-Day Shipping,True,Bank Transfer,3.2,2.2857142857142856
3332,55,Female,58,California,40,True,M,Pink,Free Shipping,True,PayPal,3.5,1.45
3333,27,Female,23,Washington,2,True,M,Silver,2-Day Shipping,True,PayPal,3.1,11.5
3334,55,Female,35,Minnesota,4,True,M,Violet,Express,True,PayPal,4.2,8.75
3335,66,Female,23,California,22,True,M,Beige,Free Shipping,True,Credit Card,3.4,1.0454545454545454
3336,44,Female,94,Texas,49,True,XL,Cyan,Express,True,Bank Transfer,3.5,1.9183673469387754
3337,39,Female,45,Montana,25,True,M,Brown,Free Shipping,True,Debit Card,4.0,1.8
3338,23,Female,23,Arizona,46,True,L,Blue,2-Day Shipping,True,Bank Transfer,4.4,0.5
3339,29,Female,94,Minnesota,47,True,L,White,2-Day Shipping,True,Credit Card,2.9,2.0
3340,20,Female,99,Nebraska,36,True,M,Cyan,Store Pickup,True,Cash,3.6,2.75
3341,42,Female,36,Virginia,48,True,XL,Maroon,Free Shipping,True,Credit Card,4.4,0.75
3342,55,Female,50,Connecticut,36,True,XL,Olive,Standard,True,Credit Card,4.5,1.3888888888888888
3343,66,Female,81,New Jersey,46,True,M,Violet,Free Shipping,True,Credit Card,3.8,1.7608695652173914
3344,24,Female,31,Kentucky,7,True,XL,Green,2-Day Shipping,True,Cash,3.6,4.428571428571429
3345,62,Female,48,Washington,21,True,XL,Magenta,Free Shipping,True,Cash,4.3,2.2857142857142856
3346,28,Female,91,Florida,4,True,M,Turquoise,2-Day Shipping,True,Venmo,4.0,22.75
3347,30,Female,99,Oklahoma,31,True,M,Black,Express,True,Venmo,3.4,3.193548387096774
3348,22,Female,70,Iowa,29,True,XL,Cyan,Standard,True,PayPal,4.4,2.413793103448276
3349,28,Female,74,New Hampshire,16,True,L,Gray,Standard,True,Cash,2.8,4.625
3350,35,Female,79,Georgia,30,True,M,Red,Store Pickup,True,PayPal,2.8,2.6333333333333333
3351,45,Female,33,Mississippi,16,True,S,Olive,2-Day Shipping,True,Cash,4.9,2.0625
3352,43,Female,49,New Hampshire,19,True,L,Cyan,2-Day Shipping,True,Bank Transfer,4.2,2.5789473684210527
3353,55,Female,96,Washington,8,True,M,Teal,Next Day Air,True,Bank Transfer,2.9,12.0
3354,31,Female,66,Ohio,20,True,L,Teal,Free Shipping,True,Credit Card,4.6,3.3
3355,42,Female,45,Maryland,16,True,M,Orange,Next Day Air,True,PayPal,2.8,2.8125
3356,40,Female,28,Delaware,4,True,M,Peach,Store Pickup,True,Bank Transfer,2.6,7.0
3357,39,Female,48,Tennessee,14,True,M,Silver,Store Pickup,True,PayPal,3.5,3.4285714285714284
3358,41,Female,67,Arkansas,38,True,M,Pink,Free Shipping,True,Credit Card,3.5,1.763157894736842
3359,56,Female,59,Tennessee,27,True,M,Magenta,2-Day Shipping,True,Cash,3.4,2.185185185185185
3360,43,Female,74,New Hampshire,30,True,L,Red,Next Day Air,True,Debit Card,3.9,2.466666666666667
3361,22,Female,81,Minnesota,48,True,M,Maroon,2-Day Shipping,True,Cash,3.3,1.6875
3362,47,Female,26,Florida,48,True,M,Silver,Free Shipping,True,Credit Card,4.1,0.5416666666666666
3363,50,Female,61,Tennessee,49,True,M,Gray,Next Day Air,True,Venmo,3.0,1.2448979591836735
3364,58,Female,23,California,47,True,M,Turquoise,Next Day Air,True,Bank Transfer,3.0,0.48936170212765956
3365,50,Female,33,Oregon,8,True,M,Peach,Standard,True,Credit Card,3.2,4.125
3366,43,Female,58,Tennessee,46,True,L,Teal,Express,True,Credit Card,3.9,1.2608695652173914
3367,38,Female,65,North Carolina,48,True,M,Red,2-Day Shipping,True,Debit Card,3.6,1.3541666666666667
3368,44,Female,48,Tennessee,7,True,M,Blue,Store Pickup,True,Venmo,3.1,6.857142857142857
3369,30,Female,25,Nebraska,30,True,M,Blue,Express,True,Bank Transfer,4.8,0.8333333333333334
3370,47,Female,51,Maine,43,True,M,Indigo,2-Day Shipping,True,Cash,3.8,1.186046511627907
3371,30,Female,31,Illinois,47,True,M,Charcoal,Store Pickup,True,Cash,2.8,0.6595744680851063
3372,49,Female,99,Colorado,29,True,S,Turquoise,Next Day Air,True,PayPal,4.0,3.413793103448276
3373,56,Female,25,Pennsylvania,15,True,M,Maroon,Free Shipping,True,Credit Card,4.6,1.6666666666666667
3374,70,Female,52,Minnesota,13,True,M,Purple,Store Pickup,True,Debit Card,3.5,4.0
3375,22,Female,47,Nevada,42,True,S,Lavender,2-Day Shipping,True,Debit Card,3.7,1.119047619047619
3376,51,Female,98,Connecticut,9,True,XL,Yellow,Express,True,Credit Card,4.9,10.88888888888889
3377,22,Female,46,Ohio,25,True,M,Green,Store Pickup,True,Cash,4.1,1.84
3378,37,Female,32,Kentucky,19,True,M,Yellow,Next Day Air,True,PayPal,4.6,1.6842105263157894
3379,49,Female,75,Minnesota,7,True,L,Gold,Next Day Air,True,Cash,4.5,10.714285714285714
3380,61,Female,51,Tennessee,41,True,L,Turquoise,Store Pickup,True,Cash,5.0,1.2439024390243902
3381,41,Female,52,North Dakota,7,True,L,Blue,Standard,True,PayPal,3.8,7.428571428571429
3382,57,Female,66,Minnesota,28,True,L,Turquoise,Standard,True,Credit Card,4.7,2.357142857142857
3383,34,Female,35,Nebraska,3,True,M,Maroon,Express,True,Bank Transfer,2.8,11.666666666666666
3384,27,Female,43,Delaware,40,True,M,Pink,Next Day Air,True,Venmo,2.6,1.075
3385,39,Female,24,Minnesota,10,True,L,Maroon,Free Shipping,True,Venmo,3.8,2.4
3386,62,Female,83,Rhode Island,17,True,M,Olive,Standard,True,Credit Card,2.8,4.882352941176471
3387,34,Female,62,Michigan,37,True,M,Lavender,2-Day Shipping,True,Cash,2.6,1.6756756756756757
3388,53,Female,78,New Jersey,3,True,S,Pink,2-Day Shipping,True,Credit Card,3.4,26.0
3389,35,Female,61,South Dakota,22,True,M,Cyan,Store Pickup,True,Credit Card,4.5,2.772727272727273
3390,38,Female,57,North Carolina,40,True,L,Maroon,Free Shipping,True,Venmo,3.8,1.425
3391,32,Female,70,Oregon,39,True,S,Red,Next Day Air,True,PayPal,3.0,1.794871794871795
3392,47,Female,57,Montana,7,True,M,Silver,2-Day Shipping,True,Debit Card,3.7,8.142857142857142
3393,53,Female,74,New Jersey,7,True,XL,Blue,Free Shipping,True,Venmo,4.4,10.571428571428571
3394,60,Female,90,Arizona,51,True,M,Gold,Next Day Air,True,Debit Card,3.1,1.7647058823529411
3395,31,Female,98,Vermont,10,True,S,Yellow,Store Pickup,True,PayPal,4.2,9.8
3396,44,Female,43,Colorado,16,True,M,Silver,Free Shipping,True,Debit Card,3.1,2.6875
3397,29,Female,37,Tennessee,6,True,XL,Black,Next Day Air,True,PayPal,5.0,6.166666666666667
3398,19,Female,38,New Jersey,14,True,L,Yellow,Standard,True,Bank Transfer,2.7,2.7142857142857144
3399,54,Female,60,Montana,45,True,L,Pink,Standard,True,Cash,3.8,1.3333333333333333
3400,40,Female,55,Montana,37,True,XL,Yellow,Standard,True,Debit Card,3.3,1.4864864864864864
3401,39,Female,51,Nevada,19,True,M,Lavender,Free Shipping,True,Venmo,4.8,2.6842105263157894
3402,44,Female,71,Nevada,40,True,L,Peach,Standard,True,Credit Card,3.4,1.775
3403,22,Female,61,Louisiana,12,True,M,Black,2-Day Shipping,True,PayPal,4.4,5.083333333333333
3404,30,Female,65,Illinois,2,True,M,Olive,Standard,True,Cash,3.9,32.5
3405,69,Female,34,South Carolina,35,True,L,Olive,2-Day Shipping,True,Credit Card,3.9,0.9714285714285714
3406,28,Female,87,Washington,48,True,M,White,Store Pickup,True,Bank Transfer,4.2,1.8125
3407,57,Female,79,Nebraska,25,True,M,Red,Store Pickup,True,Venmo,4.0,3.16
3408,46,Female,46,Alabama,21,True,S,Purple,Store Pickup,True,Cash,2.6,2.1904761904761907
3409,48,Female,72,Montana,12,True,L,Purple,Standard,True,Bank Transfer,4.4,6.0
3410,24,Female,93,Minnesota,4,True,M,Teal,Next Day Air,True,Credit Card,3.2,23.25
3411,50,Female,76,Ohio,39,True,L,Teal,Free Shipping,True,Bank Transfer,4.3,1.9487179487179487
3412,29,Female,56,New York,46,True,L,Gray,2-Day Shipping,True,Cash,4.9,1.2173913043478262
3413,61,Female,83,Indiana,32,True,M,Magenta,Store Pickup,True,Venmo,3.8,2.59375
3414,34,Female,90,Delaware,17,True,XL,Black,Express,True,PayPal,2.5,5.294117647058823
3415,27,Female,94,Connecticut,4,True,M,Maroon,Next Day Air,True,Bank Transfer,4.9,23.5
3416,38,Female,68,New York,16,True,M,Gold,2-Day Shipping,True,Bank Transfer,3.0,4.25
3417,25,Female,53,Alabama,12,True,M,Purple,Store Pickup,True,Bank Transfer,3.2,4.416666666666667
3418,54,Female,35,Massachusetts,23,True,M,Blue,2-Day Shipping,True,Debit Card,2.9,1.5217391304347827
3419,53,Female,30,South Carolina,36,True,M,Beige,Free Shipping,True,Debit Card,2.8,0.8333333333333334
3420,23,Female,26,West Virginia,6,True,L,Indigo,Store Pickup,True,Venmo,3.1,4.333333333333333
3421,19,Female,60,Kentucky,36,True,M,Purple,Express,True,PayPal,3.4,1.6666666666666667
3422,57,Female,30,New Jersey,28,True,M,Maroon,Free Shipping,True,PayPal,2.9,1.0714285714285714
3423,19,Female,91,New York,10,True,L,Beige,Next Day Air,True,Venmo,3.2,9.1
3424,33,Female,71,Massachusetts,22,True,M,Brown,Next Day Air,True,PayPal,3.8,3.227272727272727
3425,33,Female,64,Florida,24,True,L,Green,2-Day Shipping,True,Credit Card,3.6,2.6666666666666665
3426,38,Female,54,Michigan,4,True,M,Blue,Next Day Air,True,Debit Card,4.3,13.5
3427,47,Female,35,Oregon,32,True,XL,Magenta,2-Day Shipping,True,Credit Card,4.8,1.09375
3428,39,Female,38,Michigan,45,True,XL,Turquoise,Store Pickup,True,Cash,2.5,0.8444444444444444
3429,32,Female,69,Washington,21,True,M,Gray,Next Day Air,True,Venmo,2.5,3.2857142857142856
3430,27,Female,96,Alaska,35,True,S,Purple,Express,True,Debit Card,4.6,2.742857142857143
3431,67,Female,73,Montana,18,True,M,Lavender,Next Day Air,True,Bank Transfer,4.2,4.055555555555555
3432,46,Female,49,New Mexico,21,True,S,Green,Express,True,Venmo,4.2,2.3333333333333335
3433,36,Female,44,Connecticut,47,True,M,Gray,2-Day Shipping,True,PayPal,4.8,0.9361702127659575
3434,62,Female,93,Alaska,29,True,M,Yellow,Free Shipping,True,PayPal,4.5,3.206896551724138
3435,31,Female,72,Ohio,7,True,S,Orange,2-Day Shipping,True,Venmo,3.3,10.285714285714286
3436,68,Female,91,Montana,51,True,M,Beige,2-Day Shipping,True,Debit Card,2.7,1.7843137254901962
